Illness Name,Category
"Whooping Cough, Phobias","0, 1"
"Whooping Cough, Chronic Pancreatitis","0, 2"
"Whooping Cough, Chronic Migraine","0, 2"
"Whooping Cough, Cystic Fibrosis","0, 2"
"Whooping Cough, Seasonal Affective Disorder","0, 1"
"Whooping Cough, Frozen Shoulder","0, 3"
"Whooping Cough, Bipolar Disorder","0, 1"
"Whooping Cough, Chronic Fatigue Syndrome","0, 2"
"Whooping Cough, Quadriplegia","0, 3"
"Whooping Cough, Mania","0, 1"
"Whooping Cough, Monoplegia","0, 3"
"Whooping Cough, Mumps","0, 0"
"Whooping Cough, Ear Infection","0, 0"
"Whooping Cough, Diabetes","0, 2"
"Whooping Cough, Multiple Sclerosis","0, 3"
"Whooping Cough, Impulse Control Disorder","0, 1"
"Whooping Cough, Autism Spectrum Disorder","0, 1"
"Whooping Cough, Hyperactivity Disorder","0, 1"
"Whooping Cough, Sarcoidosis","0, 2"
"Whooping Cough, Drop Foot","0, 3"
"Whooping Cough, Scarlet Fever","0, 0"
"Whooping Cough, Tuberculosis","0, 0"
"Whooping Cough, Schizoaffective Disorder","0, 1"
"Whooping Cough, Common Cold","0, 0"
"Whooping Cough, Celiac Disease","0, 2"
"Whooping Cough, Bronchitis","0, 0"
"Whooping Cough, Emotional Dysregulation","0, 1"
"Whooping Cough, Chronic Bronchitis","0, 2"
"Whooping Cough, Postural Deformity","0, 3"
"Whooping Cough, Eating Disorder","0, 1"
"Hand Deformity, Chronic Urticaria","3, 2"
"Hand Deformity, Food Poisoning","3, 0"
"Hand Deformity, Psychosis","3, 1"
"Hand Deformity, Myasthenia Gravis","3, 2"
"Hand Deformity, Peripheral Artery Disease","3, 2"
"Hand Deformity, Dengue Fever","3, 0"
"Hand Deformity, Coxa Vara","3, 3"
"Hand Deformity, Hepatitis C","3, 0"
"Hand Deformity, Asthma","3, 2"
"Hand Deformity, COVID-19","3, 0"
"Hand Deformity, Rheumatic Heart Disease","3, 2"
"Hand Deformity, Histrionic Personality Disorder","3, 1"
"Hand Deformity, Hepatitis B","3, 0"
"Hand Deformity, Thyroid Disease","3, 2"
"Hand Deformity, Hemiplegia","3, 3"
"Hand Deformity, Chronic Appendicitis","3, 2"
"Hand Deformity, Clubfoot","3, 3"
"Hand Deformity, Speech Impairment","3, 3"
"Hand Deformity, Fibromyalgia","3, 2"
"Hand Deformity, Ulcerative Colitis","3, 2"
"Hand Deformity, Osteogenesis Imperfecta","3, 3"
"Hand Deformity, Muscle Weakness","3, 3"
"Hand Deformity, Toxoplasmosis","3, 0"
"Hand Deformity, Psoriasis","3, 2"
"Hand Deformity, Narcissistic Personality Disorder","3, 1"
"Hand Deformity, Phobias","3, 1"
"Hand Deformity, Chronic Pancreatitis","3, 2"
"Hand Deformity, Chronic Migraine","3, 2"
"Hand Deformity, Cystic Fibrosis","3, 2"
"Hand Deformity, Seasonal Affective Disorder","3, 1"
"Hand Deformity, Frozen Shoulder","3, 3"
"Hand Deformity, Bipolar Disorder","3, 1"
"Hand Deformity, Chronic Fatigue Syndrome","3, 2"
"Hand Deformity, Quadriplegia","3, 3"
"Hand Deformity, Mania","3, 1"
"Hand Deformity, Monoplegia","3, 3"
"Hand Deformity, Mumps","3, 0"
"Hand Deformity, Ear Infection","3, 0"
"Hand Deformity, Diabetes","3, 2"
"Hand Deformity, Multiple Sclerosis","3, 3"
"Hand Deformity, Impulse Control Disorder","3, 1"
"Hand Deformity, Autism Spectrum Disorder","3, 1"
"Hand Deformity, Hyperactivity Disorder","3, 1"
"Hand Deformity, Sarcoidosis","3, 2"
"Hand Deformity, Drop Foot","3, 3"
"Hand Deformity, Scarlet Fever","3, 0"
"Hand Deformity, Tuberculosis","3, 0"
"Hand Deformity, Schizoaffective Disorder","3, 1"
"Hand Deformity, Common Cold","3, 0"
"Hand Deformity, Celiac Disease","3, 2"
"Hand Deformity, Bronchitis","3, 0"
"Hand Deformity, Emotional Dysregulation","3, 1"
"Hand Deformity, Chronic Bronchitis","3, 2"
"Hand Deformity, Postural Deformity","3, 3"
"Hand Deformity, Eating Disorder","3, 1"
"Chronic Urticaria, Food Poisoning","2, 0"
"Chronic Urticaria, Psychosis","2, 1"
"Chronic Urticaria, Myasthenia Gravis","2, 2"
"Chronic Urticaria, Peripheral Artery Disease","2, 2"
"Chronic Urticaria, Dengue Fever","2, 0"
"Chronic Urticaria, Coxa Vara","2, 3"
"Chronic Urticaria, Hepatitis C","2, 0"
"Chronic Urticaria, Asthma","2, 2"
"Chronic Urticaria, COVID-19","2, 0"
"Chronic Urticaria, Rheumatic Heart Disease","2, 2"
"Chronic Urticaria, Histrionic Personality Disorder","2, 1"
"Chronic Urticaria, Hepatitis B","2, 0"
"Chronic Urticaria, Thyroid Disease","2, 2"
"Chronic Urticaria, Hemiplegia","2, 3"
"Chronic Urticaria, Chronic Appendicitis","2, 2"
"Chronic Urticaria, Clubfoot","2, 3"
"Chronic Urticaria, Speech Impairment","2, 3"
"Chronic Urticaria, Fibromyalgia","2, 2"
"Chronic Urticaria, Ulcerative Colitis","2, 2"
"Chronic Urticaria, Osteogenesis Imperfecta","2, 3"
"Chronic Urticaria, Muscle Weakness","2, 3"
"Chronic Urticaria, Toxoplasmosis","2, 0"
"Chronic Urticaria, Psoriasis","2, 2"
"Chronic Urticaria, Narcissistic Personality Disorder","2, 1"
"Chronic Urticaria, Phobias","2, 1"
"Chronic Urticaria, Chronic Pancreatitis","2, 2"
"Chronic Urticaria, Chronic Migraine","2, 2"
"Chronic Urticaria, Cystic Fibrosis","2, 2"
"Chronic Urticaria, Seasonal Affective Disorder","2, 1"
"Chronic Urticaria, Frozen Shoulder","2, 3"
"Chronic Urticaria, Bipolar Disorder","2, 1"
"Chronic Urticaria, Chronic Fatigue Syndrome","2, 2"
"Chronic Urticaria, Quadriplegia","2, 3"
"Chronic Urticaria, Mania","2, 1"
"Chronic Urticaria, Monoplegia","2, 3"
"Chronic Urticaria, Mumps","2, 0"
"Chronic Urticaria, Ear Infection","2, 0"
"Chronic Urticaria, Diabetes","2, 2"
"Chronic Urticaria, Multiple Sclerosis","2, 3"
"Chronic Urticaria, Impulse Control Disorder","2, 1"
"Chronic Urticaria, Autism Spectrum Disorder","2, 1"
"Chronic Urticaria, Hyperactivity Disorder","2, 1"
"Chronic Urticaria, Sarcoidosis","2, 2"
"Chronic Urticaria, Drop Foot","2, 3"
"Chronic Urticaria, Scarlet Fever","2, 0"
"Chronic Urticaria, Tuberculosis","2, 0"
"Chronic Urticaria, Schizoaffective Disorder","2, 1"
"Chronic Urticaria, Common Cold","2, 0"
"Chronic Urticaria, Celiac Disease","2, 2"
"Chronic Urticaria, Bronchitis","2, 0"
"Chronic Urticaria, Emotional Dysregulation","2, 1"
"Chronic Urticaria, Chronic Bronchitis","2, 2"
"Chronic Urticaria, Postural Deformity","2, 3"
"Chronic Urticaria, Eating Disorder","2, 1"
"Food Poisoning, Psychosis","0, 1"
"Food Poisoning, Myasthenia Gravis","0, 2"
"Food Poisoning, Peripheral Artery Disease","0, 2"
"Food Poisoning, Dengue Fever","0, 0"
"Food Poisoning, Coxa Vara","0, 3"
"Food Poisoning, Hepatitis C","0, 0"
"Food Poisoning, Asthma","0, 2"
"Food Poisoning, COVID-19","0, 0"
"Food Poisoning, Rheumatic Heart Disease","0, 2"
"Food Poisoning, Histrionic Personality Disorder","0, 1"
"Food Poisoning, Hepatitis B","0, 0"
"Food Poisoning, Thyroid Disease","0, 2"
"Food Poisoning, Hemiplegia","0, 3"
"Food Poisoning, Chronic Appendicitis","0, 2"
"Food Poisoning, Clubfoot","0, 3"
"Food Poisoning, Speech Impairment","0, 3"
"Food Poisoning, Fibromyalgia","0, 2"
"Food Poisoning, Ulcerative Colitis","0, 2"
"Food Poisoning, Osteogenesis Imperfecta","0, 3"
"Food Poisoning, Muscle Weakness","0, 3"
"Food Poisoning, Toxoplasmosis","0, 0"
"Food Poisoning, Psoriasis","0, 2"
"Food Poisoning, Narcissistic Personality Disorder","0, 1"
"Food Poisoning, Phobias","0, 1"
"Food Poisoning, Chronic Pancreatitis","0, 2"
"Food Poisoning, Chronic Migraine","0, 2"
"Food Poisoning, Cystic Fibrosis","0, 2"
"Food Poisoning, Seasonal Affective Disorder","0, 1"
"Food Poisoning, Frozen Shoulder","0, 3"
"Food Poisoning, Bipolar Disorder","0, 1"
"Food Poisoning, Chronic Fatigue Syndrome","0, 2"
"Food Poisoning, Quadriplegia","0, 3"
"Food Poisoning, Mania","0, 1"
"Food Poisoning, Monoplegia","0, 3"
"Food Poisoning, Mumps","0, 0"
"Food Poisoning, Ear Infection","0, 0"
"Food Poisoning, Diabetes","0, 2"
"Food Poisoning, Multiple Sclerosis","0, 3"
"Food Poisoning, Impulse Control Disorder","0, 1"
"Food Poisoning, Autism Spectrum Disorder","0, 1"
"Food Poisoning, Hyperactivity Disorder","0, 1"
"Food Poisoning, Sarcoidosis","0, 2"
"Food Poisoning, Drop Foot","0, 3"
"Food Poisoning, Scarlet Fever","0, 0"
"Food Poisoning, Tuberculosis","0, 0"
"Food Poisoning, Schizoaffective Disorder","0, 1"
"Food Poisoning, Common Cold","0, 0"
"Food Poisoning, Celiac Disease","0, 2"
"Food Poisoning, Bronchitis","0, 0"
"Food Poisoning, Emotional Dysregulation","0, 1"
"Food Poisoning, Chronic Bronchitis","0, 2"
"Food Poisoning, Postural Deformity","0, 3"
"Food Poisoning, Eating Disorder","0, 1"
"Psychosis, Myasthenia Gravis","1, 2"
"Psychosis, Peripheral Artery Disease","1, 2"
"Psychosis, Dengue Fever","1, 0"
"Psychosis, Coxa Vara","1, 3"
"Psychosis, Hepatitis C","1, 0"
"Psychosis, Asthma","1, 2"
"Psychosis, COVID-19","1, 0"
"Psychosis, Rheumatic Heart Disease","1, 2"
"Psychosis, Histrionic Personality Disorder","1, 1"
"Psychosis, Hepatitis B","1, 0"
"Psychosis, Thyroid Disease","1, 2"
"Psychosis, Hemiplegia","1, 3"
"Psychosis, Chronic Appendicitis","1, 2"
"Psychosis, Clubfoot","1, 3"
"Psychosis, Speech Impairment","1, 3"
"Psychosis, Fibromyalgia","1, 2"
"Psychosis, Ulcerative Colitis","1, 2"
"Psychosis, Osteogenesis Imperfecta","1, 3"
"Psychosis, Muscle Weakness","1, 3"
"Psychosis, Toxoplasmosis","1, 0"
"Psychosis, Psoriasis","1, 2"
"Psychosis, Narcissistic Personality Disorder","1, 1"
"Psychosis, Phobias","1, 1"
"Psychosis, Chronic Pancreatitis","1, 2"
"Psychosis, Chronic Migraine","1, 2"
"Psychosis, Cystic Fibrosis","1, 2"
"Psychosis, Seasonal Affective Disorder","1, 1"
"Psychosis, Frozen Shoulder","1, 3"
"Psychosis, Bipolar Disorder","1, 1"
"Psychosis, Chronic Fatigue Syndrome","1, 2"
"Psychosis, Quadriplegia","1, 3"
"Psychosis, Mania","1, 1"
"Psychosis, Monoplegia","1, 3"
"Psychosis, Mumps","1, 0"
"Psychosis, Ear Infection","1, 0"
"Psychosis, Diabetes","1, 2"
"Psychosis, Multiple Sclerosis","1, 3"
"Psychosis, Impulse Control Disorder","1, 1"
"Psychosis, Autism Spectrum Disorder","1, 1"
"Psychosis, Hyperactivity Disorder","1, 1"
"Psychosis, Sarcoidosis","1, 2"
"Psychosis, Drop Foot","1, 3"
"Psychosis, Scarlet Fever","1, 0"
"Psychosis, Tuberculosis","1, 0"
"Psychosis, Schizoaffective Disorder","1, 1"
"Psychosis, Common Cold","1, 0"
"Psychosis, Celiac Disease","1, 2"
"Psychosis, Bronchitis","1, 0"
"Psychosis, Emotional Dysregulation","1, 1"
"Psychosis, Chronic Bronchitis","1, 2"
"Psychosis, Postural Deformity","1, 3"
"Psychosis, Eating Disorder","1, 1"
"Myasthenia Gravis, Peripheral Artery Disease","2, 2"
"Myasthenia Gravis, Dengue Fever","2, 0"
"Myasthenia Gravis, Coxa Vara","2, 3"
"Myasthenia Gravis, Hepatitis C","2, 0"
"Myasthenia Gravis, Asthma","2, 2"
"Myasthenia Gravis, COVID-19","2, 0"
"Myasthenia Gravis, Rheumatic Heart Disease","2, 2"
"Myasthenia Gravis, Histrionic Personality Disorder","2, 1"
"Myasthenia Gravis, Hepatitis B","2, 0"
"Myasthenia Gravis, Thyroid Disease","2, 2"
"Myasthenia Gravis, Hemiplegia","2, 3"
"Myasthenia Gravis, Chronic Appendicitis","2, 2"
"Myasthenia Gravis, Clubfoot","2, 3"
"Myasthenia Gravis, Speech Impairment","2, 3"
"Myasthenia Gravis, Fibromyalgia","2, 2"
"Myasthenia Gravis, Ulcerative Colitis","2, 2"
"Myasthenia Gravis, Osteogenesis Imperfecta","2, 3"
"Myasthenia Gravis, Muscle Weakness","2, 3"
"Myasthenia Gravis, Toxoplasmosis","2, 0"
"Myasthenia Gravis, Psoriasis","2, 2"
"Myasthenia Gravis, Narcissistic Personality Disorder","2, 1"
"Myasthenia Gravis, Phobias","2, 1"
"Myasthenia Gravis, Chronic Pancreatitis","2, 2"
"Myasthenia Gravis, Chronic Migraine","2, 2"
"Myasthenia Gravis, Cystic Fibrosis","2, 2"
"Myasthenia Gravis, Seasonal Affective Disorder","2, 1"
"Myasthenia Gravis, Frozen Shoulder","2, 3"
"Myasthenia Gravis, Bipolar Disorder","2, 1"
"Myasthenia Gravis, Chronic Fatigue Syndrome","2, 2"
"Myasthenia Gravis, Quadriplegia","2, 3"
"Myasthenia Gravis, Mania","2, 1"
"Myasthenia Gravis, Monoplegia","2, 3"
"Myasthenia Gravis, Mumps","2, 0"
"Myasthenia Gravis, Ear Infection","2, 0"
"Myasthenia Gravis, Diabetes","2, 2"
"Myasthenia Gravis, Multiple Sclerosis","2, 3"
"Myasthenia Gravis, Impulse Control Disorder","2, 1"
"Myasthenia Gravis, Autism Spectrum Disorder","2, 1"
"Myasthenia Gravis, Hyperactivity Disorder","2, 1"
"Myasthenia Gravis, Sarcoidosis","2, 2"
"Myasthenia Gravis, Drop Foot","2, 3"
"Myasthenia Gravis, Scarlet Fever","2, 0"
"Myasthenia Gravis, Tuberculosis","2, 0"
"Myasthenia Gravis, Schizoaffective Disorder","2, 1"
"Myasthenia Gravis, Common Cold","2, 0"
"Myasthenia Gravis, Celiac Disease","2, 2"
"Myasthenia Gravis, Bronchitis","2, 0"
"Myasthenia Gravis, Emotional Dysregulation","2, 1"
"Myasthenia Gravis, Chronic Bronchitis","2, 2"
"Myasthenia Gravis, Postural Deformity","2, 3"
"Myasthenia Gravis, Eating Disorder","2, 1"
"Peripheral Artery Disease, Dengue Fever","2, 0"
"Peripheral Artery Disease, Coxa Vara","2, 3"
"Peripheral Artery Disease, Hepatitis C","2, 0"
"Peripheral Artery Disease, Asthma","2, 2"
"Peripheral Artery Disease, COVID-19","2, 0"
"Peripheral Artery Disease, Rheumatic Heart Disease","2, 2"
"Peripheral Artery Disease, Histrionic Personality Disorder","2, 1"
"Peripheral Artery Disease, Hepatitis B","2, 0"
"Peripheral Artery Disease, Thyroid Disease","2, 2"
"Peripheral Artery Disease, Hemiplegia","2, 3"
"Peripheral Artery Disease, Chronic Appendicitis","2, 2"
"Peripheral Artery Disease, Clubfoot","2, 3"
"Peripheral Artery Disease, Speech Impairment","2, 3"
"Peripheral Artery Disease, Fibromyalgia","2, 2"
"Peripheral Artery Disease, Ulcerative Colitis","2, 2"
"Peripheral Artery Disease, Osteogenesis Imperfecta","2, 3"
"Peripheral Artery Disease, Muscle Weakness","2, 3"
"Peripheral Artery Disease, Toxoplasmosis","2, 0"
"Peripheral Artery Disease, Psoriasis","2, 2"
"Peripheral Artery Disease, Narcissistic Personality Disorder","2, 1"
"Peripheral Artery Disease, Phobias","2, 1"
"Peripheral Artery Disease, Chronic Pancreatitis","2, 2"
"Peripheral Artery Disease, Chronic Migraine","2, 2"
"Peripheral Artery Disease, Cystic Fibrosis","2, 2"
"Peripheral Artery Disease, Seasonal Affective Disorder","2, 1"
"Peripheral Artery Disease, Frozen Shoulder","2, 3"
"Peripheral Artery Disease, Bipolar Disorder","2, 1"
"Peripheral Artery Disease, Chronic Fatigue Syndrome","2, 2"
"Peripheral Artery Disease, Quadriplegia","2, 3"
"Peripheral Artery Disease, Mania","2, 1"
"Peripheral Artery Disease, Monoplegia","2, 3"
"Peripheral Artery Disease, Mumps","2, 0"
"Peripheral Artery Disease, Ear Infection","2, 0"
"Peripheral Artery Disease, Diabetes","2, 2"
"Peripheral Artery Disease, Multiple Sclerosis","2, 3"
"Peripheral Artery Disease, Impulse Control Disorder","2, 1"
"Peripheral Artery Disease, Autism Spectrum Disorder","2, 1"
"Peripheral Artery Disease, Hyperactivity Disorder","2, 1"
"Peripheral Artery Disease, Sarcoidosis","2, 2"
"Peripheral Artery Disease, Drop Foot","2, 3"
"Peripheral Artery Disease, Scarlet Fever","2, 0"
"Peripheral Artery Disease, Tuberculosis","2, 0"
"Peripheral Artery Disease, Schizoaffective Disorder","2, 1"
"Peripheral Artery Disease, Common Cold","2, 0"
"Peripheral Artery Disease, Celiac Disease","2, 2"
"Peripheral Artery Disease, Bronchitis","2, 0"
"Peripheral Artery Disease, Emotional Dysregulation","2, 1"
"Peripheral Artery Disease, Chronic Bronchitis","2, 2"
"Peripheral Artery Disease, Postural Deformity","2, 3"
"Peripheral Artery Disease, Eating Disorder","2, 1"
"Dengue Fever, Coxa Vara","0, 3"
"Dengue Fever, Hepatitis C","0, 0"
"Dengue Fever, Asthma","0, 2"
"Dengue Fever, COVID-19","0, 0"
"Dengue Fever, Rheumatic Heart Disease","0, 2"
"Dengue Fever, Histrionic Personality Disorder","0, 1"
"Dengue Fever, Hepatitis B","0, 0"
"Dengue Fever, Thyroid Disease","0, 2"
"Dengue Fever, Hemiplegia","0, 3"
"Dengue Fever, Chronic Appendicitis","0, 2"
"Dengue Fever, Clubfoot","0, 3"
"Dengue Fever, Speech Impairment","0, 3"
"Dengue Fever, Fibromyalgia","0, 2"
"Dengue Fever, Ulcerative Colitis","0, 2"
"Dengue Fever, Osteogenesis Imperfecta","0, 3"
"Dengue Fever, Muscle Weakness","0, 3"
"Dengue Fever, Toxoplasmosis","0, 0"
"Dengue Fever, Psoriasis","0, 2"
"Dengue Fever, Narcissistic Personality Disorder","0, 1"
"Dengue Fever, Phobias","0, 1"
"Dengue Fever, Chronic Pancreatitis","0, 2"
"Dengue Fever, Chronic Migraine","0, 2"
"Dengue Fever, Cystic Fibrosis","0, 2"
"Dengue Fever, Seasonal Affective Disorder","0, 1"
"Dengue Fever, Frozen Shoulder","0, 3"
"Dengue Fever, Bipolar Disorder","0, 1"
"Dengue Fever, Chronic Fatigue Syndrome","0, 2"
"Dengue Fever, Quadriplegia","0, 3"
"Dengue Fever, Mania","0, 1"
"Dengue Fever, Monoplegia","0, 3"
"Dengue Fever, Mumps","0, 0"
"Dengue Fever, Ear Infection","0, 0"
"Dengue Fever, Diabetes","0, 2"
"Dengue Fever, Multiple Sclerosis","0, 3"
"Dengue Fever, Impulse Control Disorder","0, 1"
"Dengue Fever, Autism Spectrum Disorder","0, 1"
"Dengue Fever, Hyperactivity Disorder","0, 1"
"Dengue Fever, Sarcoidosis","0, 2"
"Dengue Fever, Drop Foot","0, 3"
"Dengue Fever, Scarlet Fever","0, 0"
"Dengue Fever, Tuberculosis","0, 0"
"Dengue Fever, Schizoaffective Disorder","0, 1"
"Dengue Fever, Common Cold","0, 0"
"Dengue Fever, Celiac Disease","0, 2"
"Dengue Fever, Bronchitis","0, 0"
"Dengue Fever, Emotional Dysregulation","0, 1"
"Dengue Fever, Chronic Bronchitis","0, 2"
"Dengue Fever, Postural Deformity","0, 3"
"Dengue Fever, Eating Disorder","0, 1"
"Coxa Vara, Hepatitis C","3, 0"
"Coxa Vara, Asthma","3, 2"
"Coxa Vara, COVID-19","3, 0"
"Coxa Vara, Rheumatic Heart Disease","3, 2"
"Coxa Vara, Histrionic Personality Disorder","3, 1"
"Coxa Vara, Hepatitis B","3, 0"
"Coxa Vara, Thyroid Disease","3, 2"
"Coxa Vara, Hemiplegia","3, 3"
"Coxa Vara, Chronic Appendicitis","3, 2"
"Coxa Vara, Clubfoot","3, 3"
"Coxa Vara, Speech Impairment","3, 3"
"Coxa Vara, Fibromyalgia","3, 2"
"Coxa Vara, Ulcerative Colitis","3, 2"
"Coxa Vara, Osteogenesis Imperfecta","3, 3"
"Coxa Vara, Muscle Weakness","3, 3"
"Coxa Vara, Toxoplasmosis","3, 0"
"Coxa Vara, Psoriasis","3, 2"
"Coxa Vara, Narcissistic Personality Disorder","3, 1"
"Coxa Vara, Phobias","3, 1"
"Coxa Vara, Chronic Pancreatitis","3, 2"
"Coxa Vara, Chronic Migraine","3, 2"
"Coxa Vara, Cystic Fibrosis","3, 2"
"Coxa Vara, Seasonal Affective Disorder","3, 1"
"Coxa Vara, Frozen Shoulder","3, 3"
"Coxa Vara, Bipolar Disorder","3, 1"
"Coxa Vara, Chronic Fatigue Syndrome","3, 2"
"Coxa Vara, Quadriplegia","3, 3"
"Coxa Vara, Mania","3, 1"
"Coxa Vara, Monoplegia","3, 3"
"Coxa Vara, Mumps","3, 0"
"Coxa Vara, Ear Infection","3, 0"
"Coxa Vara, Diabetes","3, 2"
"Coxa Vara, Multiple Sclerosis","3, 3"
"Coxa Vara, Impulse Control Disorder","3, 1"
"Coxa Vara, Autism Spectrum Disorder","3, 1"
"Coxa Vara, Hyperactivity Disorder","3, 1"
"Coxa Vara, Sarcoidosis","3, 2"
"Coxa Vara, Drop Foot","3, 3"
"Coxa Vara, Scarlet Fever","3, 0"
"Coxa Vara, Tuberculosis","3, 0"
"Coxa Vara, Schizoaffective Disorder","3, 1"
"Coxa Vara, Common Cold","3, 0"
"Coxa Vara, Celiac Disease","3, 2"
"Coxa Vara, Bronchitis","3, 0"
"Coxa Vara, Emotional Dysregulation","3, 1"
"Coxa Vara, Chronic Bronchitis","3, 2"
"Coxa Vara, Postural Deformity","3, 3"
"Coxa Vara, Eating Disorder","3, 1"
"Hepatitis C, Asthma","0, 2"
"Hepatitis C, COVID-19","0, 0"
"Hepatitis C, Rheumatic Heart Disease","0, 2"
"Hepatitis C, Histrionic Personality Disorder","0, 1"
"Hepatitis C, Hepatitis B","0, 0"
"Hepatitis C, Thyroid Disease","0, 2"
"Hepatitis C, Hemiplegia","0, 3"
"Hepatitis C, Chronic Appendicitis","0, 2"
"Hepatitis C, Clubfoot","0, 3"
"Hepatitis C, Speech Impairment","0, 3"
"Hepatitis C, Fibromyalgia","0, 2"
"Hepatitis C, Ulcerative Colitis","0, 2"
"Hepatitis C, Osteogenesis Imperfecta","0, 3"
"Hepatitis C, Muscle Weakness","0, 3"
"Hepatitis C, Toxoplasmosis","0, 0"
"Hepatitis C, Psoriasis","0, 2"
"Hepatitis C, Narcissistic Personality Disorder","0, 1"
"Hepatitis C, Phobias","0, 1"
"Hepatitis C, Chronic Pancreatitis","0, 2"
"Hepatitis C, Chronic Migraine","0, 2"
"Hepatitis C, Cystic Fibrosis","0, 2"
"Hepatitis C, Seasonal Affective Disorder","0, 1"
"Hepatitis C, Frozen Shoulder","0, 3"
"Hepatitis C, Bipolar Disorder","0, 1"
"Hepatitis C, Chronic Fatigue Syndrome","0, 2"
"Hepatitis C, Quadriplegia","0, 3"
"Hepatitis C, Mania","0, 1"
"Hepatitis C, Monoplegia","0, 3"
"Hepatitis C, Mumps","0, 0"
"Hepatitis C, Ear Infection","0, 0"
"Hepatitis C, Diabetes","0, 2"
"Hepatitis C, Multiple Sclerosis","0, 3"
"Hepatitis C, Impulse Control Disorder","0, 1"
"Hepatitis C, Autism Spectrum Disorder","0, 1"
"Hepatitis C, Hyperactivity Disorder","0, 1"
"Hepatitis C, Sarcoidosis","0, 2"
"Hepatitis C, Drop Foot","0, 3"
"Hepatitis C, Scarlet Fever","0, 0"
"Hepatitis C, Tuberculosis","0, 0"
"Hepatitis C, Schizoaffective Disorder","0, 1"
"Hepatitis C, Common Cold","0, 0"
"Hepatitis C, Celiac Disease","0, 2"
"Hepatitis C, Bronchitis","0, 0"
"Hepatitis C, Emotional Dysregulation","0, 1"
"Hepatitis C, Chronic Bronchitis","0, 2"
"Hepatitis C, Postural Deformity","0, 3"
"Hepatitis C, Eating Disorder","0, 1"
"Asthma, COVID-19","2, 0"
"Asthma, Rheumatic Heart Disease","2, 2"
"Asthma, Histrionic Personality Disorder","2, 1"
"Asthma, Hepatitis B","2, 0"
"Asthma, Thyroid Disease","2, 2"
"Asthma, Hemiplegia","2, 3"
"Asthma, Chronic Appendicitis","2, 2"
"Asthma, Clubfoot","2, 3"
"Asthma, Speech Impairment","2, 3"
"Asthma, Fibromyalgia","2, 2"
"Asthma, Ulcerative Colitis","2, 2"
"Asthma, Osteogenesis Imperfecta","2, 3"
"Asthma, Muscle Weakness","2, 3"
"Asthma, Toxoplasmosis","2, 0"
"Asthma, Psoriasis","2, 2"
"Asthma, Narcissistic Personality Disorder","2, 1"
"Asthma, Phobias","2, 1"
"Asthma, Chronic Pancreatitis","2, 2"
"Asthma, Chronic Migraine","2, 2"
"Asthma, Cystic Fibrosis","2, 2"
"Asthma, Seasonal Affective Disorder","2, 1"
"Asthma, Frozen Shoulder","2, 3"
"Asthma, Bipolar Disorder","2, 1"
"Asthma, Chronic Fatigue Syndrome","2, 2"
"Asthma, Quadriplegia","2, 3"
"Asthma, Mania","2, 1"
"Asthma, Monoplegia","2, 3"
"Asthma, Mumps","2, 0"
"Asthma, Ear Infection","2, 0"
"Asthma, Diabetes","2, 2"
"Asthma, Multiple Sclerosis","2, 3"
"Asthma, Impulse Control Disorder","2, 1"
"Asthma, Autism Spectrum Disorder","2, 1"
"Asthma, Hyperactivity Disorder","2, 1"
"Asthma, Sarcoidosis","2, 2"
"Asthma, Drop Foot","2, 3"
"Asthma, Scarlet Fever","2, 0"
"Asthma, Tuberculosis","2, 0"
"Asthma, Schizoaffective Disorder","2, 1"
"Asthma, Common Cold","2, 0"
"Asthma, Celiac Disease","2, 2"
"Asthma, Bronchitis","2, 0"
"Asthma, Emotional Dysregulation","2, 1"
"Asthma, Chronic Bronchitis","2, 2"
"Asthma, Postural Deformity","2, 3"
"Asthma, Eating Disorder","2, 1"
"COVID-19, Rheumatic Heart Disease","0, 2"
"COVID-19, Histrionic Personality Disorder","0, 1"
"COVID-19, Hepatitis B","0, 0"
"COVID-19, Thyroid Disease","0, 2"
"COVID-19, Hemiplegia","0, 3"
"COVID-19, Chronic Appendicitis","0, 2"
"COVID-19, Clubfoot","0, 3"
"COVID-19, Speech Impairment","0, 3"
"COVID-19, Fibromyalgia","0, 2"
"COVID-19, Ulcerative Colitis","0, 2"
"COVID-19, Osteogenesis Imperfecta","0, 3"
"COVID-19, Muscle Weakness","0, 3"
"COVID-19, Toxoplasmosis","0, 0"
"COVID-19, Psoriasis","0, 2"
"COVID-19, Narcissistic Personality Disorder","0, 1"
"COVID-19, Phobias","0, 1"
"COVID-19, Chronic Pancreatitis","0, 2"
"COVID-19, Chronic Migraine","0, 2"
"COVID-19, Cystic Fibrosis","0, 2"
"COVID-19, Seasonal Affective Disorder","0, 1"
"COVID-19, Frozen Shoulder","0, 3"
"COVID-19, Bipolar Disorder","0, 1"
"COVID-19, Chronic Fatigue Syndrome","0, 2"
"COVID-19, Quadriplegia","0, 3"
"COVID-19, Mania","0, 1"
"COVID-19, Monoplegia","0, 3"
"COVID-19, Mumps","0, 0"
"COVID-19, Ear Infection","0, 0"
"COVID-19, Diabetes","0, 2"
"COVID-19, Multiple Sclerosis","0, 3"
"COVID-19, Impulse Control Disorder","0, 1"
"COVID-19, Autism Spectrum Disorder","0, 1"
"COVID-19, Hyperactivity Disorder","0, 1"
"COVID-19, Sarcoidosis","0, 2"
"COVID-19, Drop Foot","0, 3"
"COVID-19, Scarlet Fever","0, 0"
